CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,matchDateTime,timestamp,CustomMatchTime
86,684,2,T20,Post,2022-10-08,8 Oct 2022,India Women VS Bangladesh Women,13:30,07:30 GMT,2022-10-08,52,India Women,76,Bangladesh Women,INDW,BANW,83,Sylhet International Cricket Stadium,India Women Won by 59  Runs ,India Women,India Women won the Toss and elected to bat, won the Toss and elected to bat,1,159/5 (20.0 Ov),100/7 (20.0 Ov),,2022-10-08T13:30:00,Sylhet,,,,,,,,498,496,0,143,52,India Women,,,,,76,Bangladesh Women,Asia/Dhaka,8 Oct 2022,17:30,20,0,T20,5.0,ASIA CUP WOMENS 2022,Nimali Perera,Saleem Imtiaz,,India Women Won by 59  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,0,+9.5,4acef6b5a64744ecb8a987bf5c8b33b,Jemimah Rodrigues,35,24,4,0,145.83,https://scores.bcci.tv/matchcentre/playerimages/JEMIMAH-RODRIGUES.png,1c321bd6cf754f6aa8f13a0f49c469d,Pooja Vastrakar,1,1,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/Pooja-Vastrakar.jpg,2022-100mb00000000961-168c5e329a0a11,Salma Khatun,3.0,16,0,1,5.33,18.0,,,,100,2,159/5 (20.0 Overs),159,5,20.0,7.95,100/7 (20.0 Overs),100,7,20.0,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,5th  T20I,,,5.0,100,0.0,0.0,,,,,,,,,,,,,,0.0,
86,683,2,T20,Post,2022-10-10,10 Oct 2022,India Women VS Thailand Women,13:30,07:30 GMT,2022-10-10,108,Thailand Women,52,India Women,THAIW,INDW,83,Sylhet International Cricket Stadium,India Women Won by 9  Wickets ,India Women,India Women won the Toss and elected to Field, won the Toss and elected to Field,1,37/10 (15.1 Ov),40/1 (6.0 Ov),,2022-10-10T13:30:00,Sylhet,,,,,,,,500,495,490,143,52,India Women,,,,,108,Thailand Women,Asia/Dhaka,10 Oct 2022,18:00,20,0,T20,6.0,ASIA CUP WOMENS 2022,Dedunu Silva,Nur Hijrah,Shivani Mishra,India Women Won by 9  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/ceBNWzXNC61664687091Thailand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://feeds-100mb.s3-ap-southeast-1.amazonaws.com/teamLogos/ceBNWzXNC61664687091Thailand.png,0,+9.5,1c321bd6cf754f6aa8f13a0f49c469d,Pooja Vastrakar,12,12,2,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/Pooja-Vastrakar.jpg,2022-100mb00000000885-ae51cbd488b811,S Meghana,20,18,3,0,111.11,https://scores.bcci.tv/matchcentre/playerimages/Sabbineni-Meghana.jpg,2022-100mb00000001456-31a3c4973f1411,Thipatcha Putthawong,3.0,25,0,0,8.33,0.0,,,,65.00,2,37/10 (15.1 Overs),37,10,15.1,2.44,40/1 (6.0 Overs),40,1,6.0,6.67,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,6th  T20I,,,6.0,133,0.0,0.0,,,,,,,,,,,,,,0.0,
86,690,2,T20,Post,2022-10-13,13 Oct 2022,India Women VS Thailand Women,09:00,03:00 GMT,2022-10-13,52,India Women,108,Thailand Women,INDW,THAIW,83,Sylhet International Cricket Stadium,India Women Won by 74  Runs ,Thailand Women,Thailand Women won the Toss and elected to Field, won the Toss and elected to Field,1,148/6 (20.0 Ov),74/9 (20.0 Ov),,2022-10-13T09:00:00,Sylhet,,,,,,,,500,496,498,143,52,India Women,,,,,108,Thailand Women,Asia/Dhaka,13 Oct 2022,13:00,20,0,T20,7.0,ASIA CUP WOMENS 2022,Dedunu Silva,Saleem Imtiaz,Nimali Perera,India Women Won by 74  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/ceBNWzXNC61664687091Thailand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://feeds-100mb.s3-ap-southeast-1.amazonaws.com/teamLogos/ceBNWzXNC61664687091Thailand.png,0,+9.5,2022-100mb00000001456-31a3c4973f1411,Thipatcha Putthawong,0,2,0,0,0.0,,2022-100mb00000001455-1ba1139b3f1411,Nanthita Boonsukham,0,1,0,0,0.0,,20196b991076ecad11e9ab5002322e7,Shafali Verma,2.0,9,0,1,4.5,12.0,https://scores.bcci.tv/matchcentre/playerimages/rxPrpcXeCd1673710505398.png,,,99.58,2,148/6 (20.0 Overs),148,6,20.0,7.4,74/9 (20.0 Overs),74,9,20.0,3.7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,7th  T20I,,,7.0,74,0.0,0.0,,,,,,,,,,,,,,0.0,
86,691,2,T20,Post,2022-10-15,15 Oct 2022,India Women VS Sri Lanka Women,13:30,07:30 GMT,2022-10-15,83,Sri Lanka Women,52,India Women,SLW,INDW,83,Sylhet International Cricket Stadium,India Women Won by 8  Wickets ,Sri Lanka Women,Sri Lanka Women won the Toss and elected to bat, won the Toss and elected to bat,0,65/9 (20.0 Ov),71/2 (8.3 Ov),,2022-10-15T13:30:00,Sylhet,,,,,,,,496,490,497,121,52,India Women,,,,,83,Sri Lanka Women,Asia/Dhaka,15 Oct 2022,18:00,20,11,T20,8.0,ASIA CUP WOMENS 2022,Saleem Imtiaz,Shivani Mishra,Hemangi Yerzal,India Women Won by 8  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/srilanka.png?v=2,0,+9.5,5e06fdb22a3c493093228705309b237,Smriti Mandhana,51,25,6,3,204.0,https://scores.bcci.tv/matchcentre/playerimages/Smriti-Mandhana.jpg,45e022a459e64a3eb0391acc0db5efa,Harmanpreet Kaur,11,14,1,0,78.57,https://scores.bcci.tv/matchcentre/playerimages/Harmanpreet-Kaur.jpg,2022-100mb00000001207-1983befcf0aa11,Oshadi Ranasinghe,2.3,30,0,0,12.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/OSHADHI-RANASINGHE.png,,,71.25,2,65/9 (20.0 Overs),65,9,20.0,3.25,71/2 (8.3 Overs),71,2,8.3,8.35,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,52,Final,,,8.0,167,0.0,0.0,,,,,,,,,,,,,,0.0,
94,718,8,T20 (N),Post,2022-12-09,9 Dec 2022,India Women VS Australia Women,19:00,13:30 GMT,2022-12-09,52,India Women,55,Australia Women,INDW,AUSW,69,DY Patil Stadium,Australia Women Won by 9  Wickets ,Australia Women,Australia Women won the Toss and elected to Field, won the Toss and elected to Field,1,172/5 (20.0 Ov),173/1 (18.1 Ov),,2022-12-09T19:00:00,NAVI MUMBAI,,,,,,,,483,484,191,121,52,India Women,,,,,55,Australia Women,Asia/Kolkata,9 Dec 2022,23:00,20,0,T20,1.0,Australia Women tour of India 2022,Vrinda Rathi,Janani N,Nanda Kishore,Australia Women Won by 9  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,2022-100mb00000000968-0f3b7a899a1511,Tahlia McGrath,40,29,4,1,137.93,https://scores.bcci.tv/matchcentre/playerimages/n8zXjOEmrU1670578787968.png,90c5749aaac341cd9758a32096fca5c,Beth Mooney,89,57,16,0,156.14,https://scores.bcci.tv/matchcentre/playerimages/Yq6qN476sW1670578687422.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,2.1,20,0,0,9.23,0.0,https://scores.bcci.tv/matchcentre/playerimages/Deepti-Sharma.jpg,,,,2,172/5 (20.0 Overs),172,5,20.0,8.6,173/1 (18.1 Overs),173,1,18.1,9.52,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,1st T20I,,,1.0,190,0.0,0.0,,,,,,,,,,,,,,0.0,
94,719,8,T20 (N),Post,2022-12-11,11 Dec 2022,India Women VS Australia Women,19:00,13:30 GMT,2022-12-11,55,Australia Women,52,India Women,AUSW,INDW,69,DY Patil Stadium,India Women Won by Super Over ,India Women,India Women won the Toss and elected to Field, won the Toss and elected to Field,1,187/1 (20.0 Ov) & 16/1 (1.0 Ov),187/5 (20.0 Ov) & 20/1 (1.0 Ov),,2022-12-11T19:00:00,NAVI MUMBAI,,,,,,,,485,483,191,121,52,India Women,,,,,55,Australia Women,Asia/Kolkata,11 Dec 2022,23:00,20,0,T20,2.0,Australia Women tour of India 2022,Gayathri Venugopalan,Vrinda Rathi,Nanda Kishore,India Women Won by Super Over ,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,7df6f1387b194008bf2eadb2d0f5ea5,Alyssa Healy,15,4,2,1,375.0,https://scores.bcci.tv/matchcentre/playerimages/9H7wFdN1Zk1670578718425.png,2022-100mb00000000968-0f3b7a899a1511,Tahlia McGrath,1,1,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/n8zXjOEmrU1670578787968.png,2022-100mb00000000888-48b089d388b911,Renuka Singh,1.0,16,0,1,16.0,6.0,https://scores.bcci.tv/matchcentre/playerimages/Renuka-Singh.jpg,,,,4,187/1 (20.0 Overs),187,1,20.0,9.35,187/5 (20.0 Overs),187,5,20.0,9.35,20/1 (1.0 Overs),20,1,1.0,20,16/1 (1.0 Overs),16,1,1.0,16,,,,,,,,,,,2,52,India Women,55,Australia Women,,,,,52,2nd  T20I,,,2.0,187,0.0,0.0,,,,,,,,,,,,,,0.0,
94,720,2,T20,Post,2022-12-14,14 Dec 2022,India Women VS Australia Women,19:00,13:30 GMT,2022-12-14,55,Australia Women,52,India Women,AUSW,INDW,68,Brabourne - CCI,Australia Women Won by 21 Runs ,India Women,India Women won the Toss and elected to Field, won the Toss and elected to Field,1,172/8 (20.0 Ov),151/7 (20.0 Ov),,2022-12-14T19:00:00,Mumbai,,,,,,,,484,485,191,121,52,India Women,,,,,55,Australia Women,Asia/Kolkata,14 Dec 2022,23:00,20,0,T20,3.0,Australia Women tour of India 2022,Janani N,Gayathri Venugopalan,Nanda Kishore,Australia Women Won by 21 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,2022-100mb00000001643-862f3ab6722d11,Anjali Sarvani,2,2,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/o3Jyd1IxtB16705794501643.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,25,17,3,0,147.05,https://scores.bcci.tv/matchcentre/playerimages/Deepti-Sharma.jpg,0f13d2a5887a4e7fb2cb5b61cb2f037,Megan Schutt,4.0,23,0,1,5.75,24.0,https://scores.bcci.tv/matchcentre/playerimages/IMiZIk5qD31670578704424.png,,,99.58,2,172/8 (20.0 Overs),172,8,20.0,8.6,151/7 (20.0 Overs),151,7,20.0,7.55,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,3rd  T20I,,,3.0,151,0.0,0.0,,,,,,,,,,,,,,0.0,
94,721,8,T20 (N),Post,2022-12-17,17 Dec 2022,India Women VS Australia Women,19:00,13:30 GMT,2022-12-17,55,Australia Women,52,India Women,AUSW,INDW,68,Brabourne - CCI,Australia Women Won by 7  Runs ,India Women,India Women won the Toss and elected to Field, won the Toss and elected to Field,1,188/3 (20.0 Ov),181/5 (20.0 Ov),,2022-12-17T19:00:00,Mumbai,,,,,,,,191,484,483,121,52,India Women,,,,,55,Australia Women,Asia/Kolkata,17 Dec 2022,23:00,20,0,T20,4.0,Australia Women tour of India 2022,Nanda Kishore,Janani N,Vrinda Rathi,Australia Women Won by 7  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,20200f9bf4944bce11ea9b3802322e7,Richa Ghosh,40,19,4,2,210.52,https://scores.bcci.tv/matchcentre/playerimages/SjvQTYYqlw1673710514399.png,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,12,8,2,0,150.0,https://scores.bcci.tv/matchcentre/playerimages/Deepti-Sharma.jpg,0f13d2a5887a4e7fb2cb5b61cb2f037,Megan Schutt,4.0,44,0,0,11.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/IMiZIk5qD31670578704424.png,,,,2,188/3 (20.0 Overs),188,3,20.0,9.4,181/5 (20.0 Overs),181,5,20.0,9.05,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,4th  T20I,,,4.0,181,0.0,0.0,,,,,,,,,,,,,,0.0,
94,722,8,T20 (N),Post,2022-12-20,20 Dec 2022,India Women VS Australia Women,19:00,13:30 GMT,2022-12-20,55,Australia Women,52,India Women,AUSW,INDW,68,Brabourne - CCI,Australia Women Won by 54  Runs ,India Women,India Women won the Toss and elected to Field, won the Toss and elected to Field,0,196/4 (20.0 Ov),142/10 (20.0 Ov),,2022-12-20T19:00:00,Mumbai,,,,,,,,483,485,484,121,52,India Women,,,,,55,Australia Women,Asia/Kolkata,20 Dec 2022,23:00,20,0,T20,5.0,Australia Women tour of India 2022,Vrinda Rathi,Gayathri Venugopalan,Janani N,Australia Women Won by 54  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,934e9959231c4ca3b118005cdbee4e8,Deepti Sharma,53,34,8,1,155.88,https://scores.bcci.tv/matchcentre/playerimages/Deepti-Sharma.jpg,f14090f3a8594d77898d01ccf59bdec,Rajeshwari Gayakwad,1,3,0,0,33.33,https://scores.bcci.tv/matchcentre/playerimages/Rajeshwari-Gayakwad.jpg,2022-100mb00000001641-0d6cfca3722d11,Heather Graham,2.0,8,0,4,4.0,3.0,https://scores.bcci.tv/matchcentre/playerimages/1pNlHMZXat16705786501641.png,,,,2,196/4 (20.0 Overs),196,4,20.0,9.8,142/10 (20.0 Overs),142,10,20.0,7.1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,55,5th  T20I,,,5.0,142,0.0,0.0,,,,,,,,,,,,,,0.0,
102,745,2,T20,Post,2022-12-27,27 Dec 2022,India Women U19 vs South Africa Women U19,10:00,04:30 GMT,2022-12-27,113,India Women U19,114,South Africa Women U19,INDWU19,SAWU19,88,Steyn City School Ground,India Women U19 Won by 54 Runs ,South Africa Women U19,South Africa Women U19 Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,137/5 (20.0 Ov),83/8 (20.0 Ov),,2022-12-27 10:00:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,27 Dec 2022,23:00,20,0,T20,1.0,India Women U19 Tour Of South Africa Women U19,,,,India Women U19 Won by 54 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,2022-100mb00000001671-2cc0d112850711,Ayanda Hlubi,5,4,0,0,125.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001676-4bc1858f850811,Jemma Botha,10,14,0,0,71.42,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001657-874e71f27f7311,Sonam Yadav,3.0,16,0,1,5.33,18.0,https://scores.bcci.tv/matchcentre/playerimages/Zw3bAa2IJs16737104551657.png,,,100,2,137/5 (20.0 Overs),137,5,20.0,6.85,83/8 (20.0 Overs),83,8,20.0,4.15,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,113,1st T20I,,,1.0,83,0,0,,,,,-,-,-,-,,,,,,0.0,
102,746,2,T20,Post,2022-12-29,29 Dec 2022,India Women U19 vs South Africa Women U19,13:45,08:15 GMT,2022-12-29,114,South Africa Women U19,113,India Women U19,SAWU19,INDWU19,88,Steyn City School Ground,Match Abandoned,South Africa Women U19,,,1,,,,2022-12-29 13:45:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,29 Dec 2022,23:00,20,0,T20,2.0,India Women U19 Tour Of South Africa Women U19,,,,Match Abandoned,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,,,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,0,0,0,0,0.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2nd  T20I,,,2.0,,,,,,,,-,-,-,-,,,,,,0.0,
102,747,2,T20,Post,2022-12-31,31 Dec 2022,India Women U19 vs South Africa Women U19,10:00,04:30 GMT,2022-12-31,114,South Africa Women U19,113,India Women U19,SAWU19,INDWU19,88,Steyn City School Ground,Match Abandoned,South Africa Women U19,,,1,,,,2022-12-31 10:00:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,31 Dec 2022,23:00,20,0,T20,3.0,India Women U19 Tour Of South Africa Women U19,,,,Match Abandoned,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,,,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,0,0,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,0,0,0,0,0.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3rd  T20I,,,3.0,,,,,,,,-,-,-,-,,,,,,0.0,
102,748,2,T20,Post,2023-01-02,2 Jan 2023,India Women U19 vs South Africa Women U19,13:45,08:15 GMT,2023-01-02,114,South Africa Women U19,113,India Women U19,SAWU19,INDWU19,88,Steyn City School Ground,India Women U19 Won by 4 Wickets ,South Africa Women U19,South Africa Women U19 Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,86/9 (20.0 Ov),87/6 (15.0 Ov),,2023-01-02 13:45:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,2 Jan 2023,23:00,20,0,T20,4.0,India Women U19 Tour Of South Africa Women U19,,,,India Women U19 Won by 4 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,2022-100mb00000001672-543f19b8850711,Seshnie Naidu,6,6,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001675-26c180b8850811,Nthabiseng Nini,0,1,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001660-86eac8ad7f8111,Yashasri,3.0,24,0,1,8.0,18.0,https://scores.bcci.tv/matchcentre/playerimages/ZfASsfz9fV16862160821660.png,,,100,2,86/9 (20.0 Overs),86,9,20.0,4.3,87/6 (15.0 Overs),87,6,15.0,5.8,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,113,4th  T20I,,,4.0,116,0,0,,,,,-,-,-,-,,,,,,0.0,
102,749,2,T20,Post,2023-01-03,3 Jan 2023,India Women U19 vs South Africa Women U19,10:00,04:30 GMT,2023-01-03,113,India Women U19,114,South Africa Women U19,INDWU19,SAWU19,88,Steyn City School Ground,India Women U19 Won by 60 Runs ,India Women U19,India Women U19 Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,121/6 (20.0 Ov),61/10 (19.0 Ov),,2023-01-03 10:00:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,3 Jan 2023,23:00,20,0,T20,5.0,India Women U19 Tour Of South Africa Women U19,,,,India Women U19 Won by 60 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,2022-100mb00000001671-2cc0d112850711,Ayanda Hlubi,12,19,1,0,63.15,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001675-26c180b8850811,Nthabiseng Nini,2,7,0,0,28.57,https://scores.bcci.tv/matchcentre/playerimages/,2022-100mb00000001651-7829bf2b7f7211,Sonia Mendhiya,2.0,4,0,2,2.0,6.0,https://scores.bcci.tv/matchcentre/playerimages/F3bupXCtVQ16737103511651.png,,,97.92,2,121/6 (20.0 Overs),121,6,20.0,6.05,61/10 (19.0 Overs),61,10,19.0,3.21,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,113,5th  T20I,,,5.0,64,0,0,,,,,-,-,-,-,,,,,,0.0,
102,758,2,T20,Post,2023-01-04,4 Jan 2023,India Women U19 vs South Africa Women U19,10:00,04:30 GMT,2023-01-04,114,South Africa Women U19,113,India Women U19,SAWU19,INDWU19,88,Steyn City School Ground,India Women U19 Won by 7 Wickets ,South Africa Women U19,South Africa Women U19 Won The Toss And Elected To Bat, Won The Toss And Elected To Bat,1,54/10 (13.2 Ov),55/3 (9.2 Ov),,2023-01-04 10:00:00,Pretoria,,,,,,,,0,0,0,0,113,India Women U19,,,,,114,South Africa Women U19,Asia/Kolkata,4 Jan 2023,23:00,20,0,T20,6.0,India Women U19 Tour Of South Africa Women U19,,,,India Women U19 Won by 7 Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/6s61B1Ejmo1724744505LlZ2REbyDx1690461185sa.png,0,+9.5,2022-100mb00000001655-667b6a817f7311,Soumya Tiwari,4,10,0,0,40.0,https://scores.bcci.tv/matchcentre/playerimages/tfK7iZm4bK16862159831655.png,2022-100mb00000001656-7762f65e7f7311,Gongadi Trisha,10,10,1,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/N7X1Q30F2216862160381656.png,2022-100mb00000001672-543f19b8850711,Seshnie Naidu,2.2,5,1,2,2.14,7.0,https://scores.bcci.tv/matchcentre/playerimages/,,,100,2,54/10 (13.2 Overs),54,10,13.2,4.05,55/3 (9.2 Overs),55,3,9.2,5.89,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,113,6th  T20I,,,6.0,117,0,0,,,,,-,-,-,-,,,,,,0.0,
